"","Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date"
"480","Rubus villosa","Rubus","","villosa",NA,NA,"","","rjp-20632",TRUE,"1.1","Synonym","Rosaceae","Rubus","","corchorifolius","","","L.f.","rjp-7990","Accepted",TRUE,FALSE,FALSE,2023-06-15
"481","Senecio tournefortii","Senecio","","tournefortii",NA,NA,"","","gcc-110339",TRUE,"1.1","Synonym","Compositae","Senecio","","pyrenaicus","","","L.","gcc-123784","Accepted",FALSE,FALSE,FALSE,2023-06-15
"482","Allium ascalonici","Allium","","ascalonici",NA,NA,"","","kew-295055",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","ascalonicum","","","L.","kew-295055","Accepted",TRUE,FALSE,FALSE,2023-06-15
"483","Iris gera","Iris","","gera",NA,NA,"","","kew-322024",TRUE,"1.1","Synonym","Iridaceae","Moraea","","polystachya","","","(Thunb.) Ker Gawl.","kew-323376","Accepted",TRUE,FALSE,FALSE,2023-06-15
"484","Acer rubi","Acer","","rubi",NA,NA,"","","kew-2616329",TRUE,"1.1","Accepted","Sapindaceae","Acer","","rubrum","","","L.","kew-2616329","Accepted",TRUE,FALSE,FALSE,2023-06-15
"485","Vaccinium vitis-ideae","Vaccinium","","vitis-ideae",NA,NA,"","","kew-2457314",TRUE,"1.1","Accepted","Ericaceae","Vaccinium","","vitis-idaea","","","L.","kew-2457314","Accepted",TRUE,FALSE,FALSE,2023-06-15
"486","Bromus sylvatici","Bromus","","sylvatici",NA,NA,"","","kew-402058",TRUE,"1.1","Synonym","Poaceae","Brachypodium","","sylvaticum","","","(Huds.) P.Beauv.","kew-400100","Accepted",TRUE,FALSE,FALSE,2023-06-15
"487","Acer dasycarpi","Acer","","dasycarpi",NA,NA,"","","kew-2615569",TRUE,"1.1","Synonym","Sapindaceae","Acer","","saccharinum","","","L.","kew-2616367","Accepted",TRUE,FALSE,FALSE,2023-06-15
"488","Lathyrus pratensis","Lathyrus","","pratensis",NA,NA,"","","ild-7773",TRUE,"1.1","Accepted","Leguminosae","Lathyrus","","pratensis","","","L.","ild-7773","Accepted",FALSE,FALSE,FALSE,2023-06-15
"489","Crataegus parvifoliae","Crataegus","","parvifoliae",NA,NA,"","","rjp-15219",TRUE,"1.1","Synonym","Rosaceae","Crataegus","","monogyna","","","Jacq.","rjp-49","Accepted",TRUE,FALSE,FALSE,2023-06-15
"490","Triticum juncei","Triticum","","juncei",NA,NA,"","","kew-448752",TRUE,"1.1","Synonym","Poaceae","Elymus","","farctus","","","(Viv.) Runemark ex Melderis","kew-411142","Accepted",TRUE,FALSE,FALSE,2023-06-15
"491","Senecio atrati","Senecio","","atrati",NA,NA,"","","gcc-124889",TRUE,"1.1","Accepted","Compositae","Senecio","","atratus","","","Greene","gcc-124889","Accepted",TRUE,FALSE,FALSE,2023-06-15
"492","Calamogrostis montanae","Calamogrostis","","montanae",NA,NA,"","","kew-403037",TRUE,"1.1","Synonym","Poaceae","Calamagrostis","","arundinacea","","","(L.) Roth","kew-402396","Accepted",TRUE,FALSE,FALSE,2023-06-15
"493","Lathyrus heterophylli","Lathyrus","","heterophylli",NA,NA,"","","ild-8872",TRUE,"1.1","Accepted","Leguminosae","Lathyrus","","heterophyllus","","","L.","ild-8872","Accepted",TRUE,FALSE,FALSE,2023-06-15
"494","Sonchus oleracei","Sonchus","","oleracei",NA,NA,"","","gcc-26069",TRUE,"1.1","Accepted","Compositae","Sonchus","","oleraceus","","","(L.) L.","gcc-26069","Accepted",TRUE,FALSE,FALSE,2023-06-15
"495","Heracleum lanati","Heracleum","","lanati",NA,NA,"","","tro-1700134",TRUE,"1.1","Accepted","Apiaceae","Heracleum","","lanatum","","","Michx.","tro-1700134","Accepted",TRUE,FALSE,FALSE,2023-06-15
"496","Smilax laurifoliae","Smilax","","laurifoliae",NA,NA,"","","kew-289271",TRUE,"1.1","Accepted","Smilacaceae","Smilax","","laurifolia","","","L.","kew-289271","Accepted",TRUE,FALSE,FALSE,2023-06-15
"497","Cytisum sagittalis","Cytisum","","sagittalis",NA,NA,"","","ild-9738",TRUE,"1.1","Synonym","Leguminosae","Genista","","sagittalis","","","L.","ild-9740","Accepted",TRUE,FALSE,FALSE,2023-06-15
"498","Populus albae","Populus","","albae",NA,NA,"","","kew-5000549",TRUE,"1.1","Accepted","Salicaceae","Populus","","alba","","","L.","kew-5000549","Accepted",TRUE,FALSE,FALSE,2023-06-15
"499","Salex purpureae","Salex","","purpureae",NA,NA,"","","kew-5003498",TRUE,"1.1","Accepted","Salicaceae","Salix","","purpurea","","","L.","kew-5003498","Accepted",TRUE,FALSE,FALSE,2023-06-15
"500","Solanum tuberosa","Solanum","","tuberosa",NA,NA,"","","tro-29600334",TRUE,"1.1","Accepted","Solanaceae","Solanum","","tuberosum","","","L.","tro-29600334","Accepted",TRUE,FALSE,FALSE,2023-06-15
"501","Juglans cinerae","Juglans","","cinerae",NA,NA,"","","kew-2331793",TRUE,"1.1","Accepted","Juglandaceae","Juglans","","cinerea","","","L.","kew-2331793","Accepted",TRUE,FALSE,FALSE,2023-06-15
"502","Juglans cinerea","Juglans","","cinerea",NA,NA,"","","kew-2331793",TRUE,"1.1","Accepted","Juglandaceae","Juglans","","cinerea","","","L.","kew-2331793","Accepted",FALSE,FALSE,FALSE,2023-06-15
"503","Acer campestris","Acer","","campestris",NA,NA,"","","kew-2615447",TRUE,"1.1","Accepted","Sapindaceae","Acer","","campestre","","","L.","kew-2615447","Accepted",TRUE,FALSE,FALSE,2023-06-15
"504","Carpinum betuli","Carpinum","","betuli",NA,NA,"","","kew-34291",TRUE,"1.1","Accepted","Betulaceae","Carpinus","","betulus","","","L.","kew-34291","Accepted",TRUE,FALSE,FALSE,2023-06-15
"505","Salex glaucae","Salex","","glaucae",NA,NA,"","","kew-5000657",TRUE,"1.1","Accepted","Salicaceae","Salix","","glauca","","","L.","kew-5000657","Accepted",TRUE,FALSE,FALSE,2023-06-15
"506","Pyrus sylvestris","Pyrus","","sylvestris",NA,NA,"","","rjp-28881",TRUE,"1.1","Unresolved","Rosaceae","Pyrus","","sylvestris","","","Moench","rjp-28881","Unresolved",FALSE,FALSE,FALSE,2023-06-15
"507","Populus pyramidalis","Populus","","pyramidalis",NA,NA,"","","kew-5004594",TRUE,"1.1","Synonym","Salicaceae","Populus","","nigra","","","L.","kew-5000337","Accepted",FALSE,FALSE,FALSE,2023-06-15
"508","Symphytum tuberosi","Symphytum","","tuberosi",NA,NA,"","","kew-2475643",TRUE,"1.1","Accepted","Boraginaceae","Symphytum","","tuberosum","","","L.","kew-2475643","Accepted",TRUE,FALSE,FALSE,2023-06-15
"509","Salex fragilis","Salex","","fragilis",NA,NA,"","","kew-5000690",TRUE,"1.1","Unresolved","Salicaceae","Salix","","fragilis","","","Forssk.","kew-5000690","Unresolved",TRUE,FALSE,FALSE,2023-06-15
"510","Morus rubrae","Morus","","rubrae",NA,NA,"","","tro-21300471",TRUE,"1.1","Accepted","Moraceae","Morus","","rubra","","","L.","tro-21300471","Accepted",TRUE,FALSE,FALSE,2023-06-15
"511","Desmodium cani","Desmodium","","cani",NA,NA,"","","ild-2315",TRUE,"1.1","Synonym","Leguminosae","Desmodium","","incanum","","","DC.","ild-30201","Accepted",TRUE,FALSE,FALSE,2023-06-15
"512","Carpinum betulus","Carpinum","","betulus",NA,NA,"","","kew-34291",TRUE,"1.1","Accepted","Betulaceae","Carpinus","","betulus","","","L.","kew-34291","Accepted",TRUE,FALSE,FALSE,2023-06-15
"513","Carex curvulae","Carex","","curvulae",NA,NA,"","","kew-225819",TRUE,"1.1","Accepted","Cyperaceae","Carex","","curvula","","","All.","kew-225819","Accepted",TRUE,FALSE,FALSE,2023-06-15
"514","Rhamnus catharticae","Rhamnus","","catharticae",NA,NA,"","","kew-2523018",TRUE,"1.1","Accepted","Rhamnaceae","Rhamnus","","cathartica","","","L.","kew-2523018","Accepted",TRUE,FALSE,FALSE,2023-06-15
"515","Viburnum opuli","Viburnum","","opuli",NA,NA,"","","kew-2458547",TRUE,"1.1","Accepted","Adoxaceae","Viburnum","","opulus","","","L.","kew-2458547","Accepted",TRUE,FALSE,FALSE,2023-06-15
"516","Rhus glabrae","Rhus","","glabrae",NA,NA,"","","tro-1300002",TRUE,"1.1","Accepted","Anacardiaceae","Rhus","","glabra","","","L.","tro-1300002","Accepted",TRUE,FALSE,FALSE,2023-06-15
"517","Populus tremuloidis","Populus","","tremuloidis",NA,NA,"","","kew-5000290",TRUE,"1.1","Accepted","Salicaceae","Populus","","tremuloides","","","Michx.","kew-5000290","Accepted",TRUE,FALSE,FALSE,2023-06-15
"518","Populus tremuloidis","Populus","","tremuloidis",NA,NA,"","","kew-5000290",TRUE,"1.1","Accepted","Salicaceae","Populus","","tremuloides","","","Michx.","kew-5000290","Accepted",TRUE,FALSE,FALSE,2023-06-15
"519","Pinus rigidae","Pinus","","rigidae",NA,NA,"","","kew-2562491",TRUE,"1.1","Accepted","Pinaceae","Pinus","","rigida","","","Mill.","kew-2562491","Accepted",TRUE,FALSE,FALSE,2023-06-15
"520","Populus dilatatae","Populus","","dilatatae",NA,NA,"","","kew-5000052",TRUE,"1.1","Unresolved","Salicaceae","Populus","","dilatata","","","Aiton","kew-5000052","Unresolved",TRUE,FALSE,FALSE,2023-06-15
"521","Cornus alternifolia","Cornus","","alternifolia",NA,NA,"","","kew-47279",TRUE,"1.1","Accepted","Cornaceae","Cornus","","alternifolia","","","L.f.","kew-47279","Accepted",FALSE,FALSE,FALSE,2023-06-15
"522","Cornus alternifoliae","Cornus","","alternifoliae",NA,NA,"","","kew-47279",TRUE,"1.1","Accepted","Cornaceae","Cornus","","alternifolia","","","L.f.","kew-47279","Accepted",TRUE,FALSE,FALSE,2023-06-15
"523","Carex pendulae","Carex","","pendulae",NA,NA,"","","kew-229622",TRUE,"1.1","Accepted","Cyperaceae","Carex","","pendula","","","Huds.","kew-229622","Accepted",TRUE,FALSE,FALSE,2023-06-15
"524","Ficus jimenezii","Ficus","","jimenezii",NA,NA,"","","kew-2810917",TRUE,"1.1","Synonym","Moraceae","Ficus","","aurea","","","Nutt.","kew-2809576","Accepted",FALSE,FALSE,FALSE,2023-06-15
"525","Desmodium canadensis","Desmodium","","canadensis",NA,NA,"","","ild-16761",TRUE,"1.1","Accepted","Leguminosae","Desmodium","","canadense","","","(L.) DC.","ild-16761","Accepted",TRUE,FALSE,FALSE,2023-06-15
"526","Rorippa silvestris","Rorippa","","silvestris",NA,NA,"","","kew-2417195",TRUE,"1.1","Accepted","Brassicaceae","Rorippa","","sylvestris","","","(L.) Besser","kew-2417195","Accepted",TRUE,FALSE,FALSE,2023-06-15
"527","Trifolium arvensis","Trifolium","","arvensis",NA,NA,"","","ild-8046",TRUE,"1.1","Accepted","Leguminosae","Trifolium","","arvense","","","L.","ild-8046","Accepted",TRUE,FALSE,FALSE,2023-06-15
"528","Fraxinus sambucifoliae","Fraxinus","","sambucifoliae",NA,NA,"","","kew-370114",TRUE,"1.1","Synonym","Oleaceae","Fraxinus","","nigra","","","Marshall","kew-369888","Accepted",TRUE,FALSE,FALSE,2023-06-15
"529","Triticum sylvatici","Triticum","","sylvatici",NA,NA,"","","kew-449084",TRUE,"1.1","Synonym","Poaceae","Brachypodium","","sylvaticum","","","(Huds.) P.Beauv.","kew-400100","Accepted",TRUE,FALSE,FALSE,2023-06-15
"530","Acer platanoides","Acer","","platanoides",NA,NA,"","","kew-2616254",TRUE,"1.1","Accepted","Sapindaceae","Acer","","platanoides","","","L.","kew-2616254","Accepted",FALSE,FALSE,FALSE,2023-06-15
"531","Scirpus rothii","Scirpus","","rothii",NA,NA,"","","kew-264818",TRUE,"1.1","Synonym","Cyperaceae","Schoenoplectus","","pungens","","","(Vahl) Palla","kew-263065","Accepted",FALSE,FALSE,FALSE,2023-06-15
"532","Pinus piceae","Pinus","","piceae",NA,NA,"","","kew-2562568",TRUE,"1.1","Synonym","Pinaceae","Abies","","alba","","","Mill.","kew-2609691","Accepted",TRUE,FALSE,FALSE,2023-06-15
"533","Pinus taedae","Pinus","","taedae",NA,NA,"","","kew-2562300",TRUE,"1.1","Accepted","Pinaceae","Pinus","","taeda","","","L.","kew-2562300","Accepted",TRUE,FALSE,FALSE,2023-06-15
"534","Galium sylvatici","Galium","","sylvatici",NA,NA,"","","kew-87620",TRUE,"1.1","Accepted","Rubiaceae","Galium","","sylvaticum","","","L.","kew-87620","Accepted",TRUE,FALSE,FALSE,2023-06-15
"535","Ziziphus sativus","Ziziphus","","sativus",NA,NA,"","","kew-2470625",TRUE,"1.1","Synonym","Rhamnaceae","Ziziphus","","jujuba","","","Mill.","kew-2470699","Accepted",TRUE,FALSE,FALSE,2023-06-15
"536","Ziziphus vulgaris","Ziziphus","","vulgaris",NA,NA,"","","kew-2470855",TRUE,"1.1","Synonym","Rhamnaceae","Ziziphus","","jujuba","","","Mill.","kew-2470699","Accepted",FALSE,FALSE,FALSE,2023-06-15
"537","Delphiniumi elati","Delphiniumi","","elati",NA,NA,"","","kew-2759714",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","elatum","","","L.","kew-2759714","Accepted",TRUE,FALSE,FALSE,2023-06-15
"538","Prunus virginianae","Prunus","","virginianae",NA,NA,"","","rjp-72",TRUE,"1.1","Accepted","Rosaceae","Prunus","","virginiana","","","L.","rjp-72","Accepted",TRUE,FALSE,FALSE,2023-06-15
"539","Euonymus latifolii","Euonymus","","latifolii",NA,NA,"","","kew-2803434",TRUE,"1.1","Accepted","Celastraceae","Euonymus","","latifolius","","","(L.) Mill.","kew-2803434","Accepted",TRUE,FALSE,FALSE,2023-06-15
"540","Bromus erecti","Bromus","","erecti",NA,NA,"","","kew-400948",TRUE,"1.1","Accepted","Poaceae","Bromus","","erectus","","","Huds.","kew-400948","Accepted",TRUE,FALSE,FALSE,2023-06-15
"541","Trifolium alpestris","Trifolium","","alpestris",NA,NA,"","","ild-9003",TRUE,"1.1","Accepted","Leguminosae","Trifolium","","alpestre","","","L.","ild-9003","Accepted",TRUE,FALSE,FALSE,2023-06-15
"542","Trifolium scabri","Trifolium","","scabri",NA,NA,"","","ild-8143",TRUE,"1.1","Accepted","Leguminosae","Trifolium","","scabrum","","","L.","ild-8143","Accepted",TRUE,FALSE,FALSE,2023-06-15
"543","Vaccinium tenelli","Vaccinium","","tenelli",NA,NA,"","","tro-12300684",TRUE,"1.1","Accepted","Ericaceae","Vaccinium","","tenellum","","","Aiton","tro-12300684","Accepted",TRUE,FALSE,FALSE,2023-06-15
"544","Rubus occidentalis","Rubus","","occidentalis",NA,NA,"","","rjp-102",TRUE,"1.1","Accepted","Rosaceae","Rubus","","occidentalis","","","L.","rjp-102","Accepted",FALSE,FALSE,FALSE,2023-06-15
"545","Cytisum alpini","Cytisum","","alpini",NA,NA,"","","ild-9842",TRUE,"1.1","Synonym","Leguminosae","Laburnum","","alpinum","","","(Mill.) Bercht. & J.Presl","ild-8862","Accepted",TRUE,FALSE,FALSE,2023-06-15
"546","Lycium vulgaris","Lycium","","vulgaris",NA,NA,"","","kew-2496607",TRUE,"1.1","Synonym","Solanaceae","Lycium","","barbarum","","","L.","kew-2499019","Accepted",TRUE,FALSE,FALSE,2023-06-15
"547","Populus nigrae","Populus","","nigrae",NA,NA,"","","kew-5000337",TRUE,"1.1","Accepted","Salicaceae","Populus","","nigra","","","L.","kew-5000337","Accepted",TRUE,FALSE,FALSE,2023-06-15
"548","Smilax herbaceae","Smilax","","herbaceae",NA,NA,"","","kew-289196",TRUE,"1.1","Accepted","Smilacaceae","Smilax","","herbacea","","","L.","kew-289196","Accepted",TRUE,FALSE,FALSE,2023-06-15
"549","Rumex acetosellae","Rumex","","acetosellae",NA,NA,"","","kew-2424185",TRUE,"1.1","Accepted","Polygonaceae","Rumex","","acetosella","","","L.","kew-2424185","Accepted",TRUE,FALSE,FALSE,2023-06-15
"550","Agrostis albae","Agrostis","","albae",NA,NA,"","","kew-451056",TRUE,"1.1","Synonym","Poaceae","Poa","","nemoralis","","","L.","kew-436600","Accepted",TRUE,FALSE,FALSE,2023-06-15
"551","Nasturtium amphibii","Nasturtium","","amphibii",NA,NA,"","","kew-2380051",TRUE,"1.1","Synonym","Brassicaceae","Rorippa","","amphibia","","","(L.) Besser","kew-2417224","Accepted",TRUE,FALSE,FALSE,2023-06-15
"552","Rhus toxicodendri","Rhus","","toxicodendri",NA,NA,"","","kew-2423533",TRUE,"1.1","Unresolved","Anacardiaceae","Rhus","","toxicodendra","","","St.-Lag.","kew-2423533","Unresolved",TRUE,FALSE,FALSE,2023-06-15
"553","Alnus glutinosae","Alnus","","glutinosae",NA,NA,"","","kew-6364",TRUE,"1.1","Accepted","Betulaceae","Alnus","","glutinosa","","","(L.) Gaertn.","kew-6364","Accepted",TRUE,FALSE,FALSE,2023-06-15
"554","Morus albae","Morus","","albae",NA,NA,"","","kew-2501381",TRUE,"1.1","Accepted","Moraceae","Morus","","alba","","","L.","kew-2501381","Accepted",TRUE,FALSE,FALSE,2023-06-15
"555","Rhamnus lanceolatae","Rhamnus","","lanceolatae",NA,NA,"","","tro-27500186",TRUE,"1.1","Accepted","Rhamnaceae","Rhamnus","","lanceolata","","","Pursh","tro-27500186","Accepted",TRUE,FALSE,FALSE,2023-06-15
"556","Ulmus americanae","Ulmus","","americanae",NA,NA,"","","kew-2450019",TRUE,"1.1","Accepted","Ulmaceae","Ulmus","","americana","","","L.","kew-2450019","Accepted",TRUE,FALSE,FALSE,2023-06-15
"557","Humulus lupuli","Humulus","","lupuli",NA,NA,"","","kew-2855039",TRUE,"1.1","Accepted","Cannabaceae","Humulus","","lupulus","","","L.","kew-2855039","Accepted",TRUE,FALSE,FALSE,2023-06-15
"558","Carex antucensis","Carex","","antucensis",NA,NA,"","","kew-224530",TRUE,"1.1","Synonym","Cyperaceae","Carex","","nigra","","","(L.) Reichard","kew-229004","Accepted",FALSE,FALSE,FALSE,2023-06-15
"559","Baccharis viminea","Baccharis","","viminea",NA,NA,"","","gcc-89789",TRUE,"1.1","Synonym","Compositae","Baccharis","","salicina","","","Torr. & A.Gray","gcc-30650","Accepted",FALSE,FALSE,FALSE,2023-06-15
"560","Baccharis triplinervis","Baccharis","","triplinervis",NA,NA,"","","gcc-25351",TRUE,"1.1","Synonym","Compositae","Baccharis","","trineura","","","Soria & Zardini","gcc-50213","Accepted",FALSE,FALSE,FALSE,2023-06-15
"561","Polygonum bistortae","Polygonum","","bistortae",NA,NA,"","","kew-2574619",TRUE,"1.1","Synonym","Polygonaceae","Persicaria","","bistorta","","","(L.) Samp.","kew-2571994","Accepted",TRUE,FALSE,FALSE,2023-06-15
"562","Ligusticum porteri","Ligusticum","","porteri",NA,NA,"","","kew-2344315",TRUE,"1.1","Unresolved","Apiaceae","Ligusticum","","porteri","","","J.M.Coult. & Rose","kew-2344315","Unresolved",FALSE,FALSE,FALSE,2023-06-15
"563","Juncus acuti","Juncus","","acuti",NA,NA,"","","kew-314275",TRUE,"1.1","Accepted","Juncaceae","Juncus","","acutus","","","L.","kew-314275","Accepted",TRUE,FALSE,FALSE,2023-06-15
"564","Carex stellulatae","Carex","","stellulatae",NA,NA,"","","kew-231113",TRUE,"1.1","Synonym","Cyperaceae","Carex","","echinata","","","Murray","kew-226238","Accepted",TRUE,FALSE,FALSE,2023-06-15
"565","Carex hirtae","Carex","","hirtae",NA,NA,"","","kew-227326",TRUE,"1.1","Accepted","Cyperaceae","Carex","","hirta","","","L.","kew-227326","Accepted",TRUE,FALSE,FALSE,2023-06-15
"566","Leontodon autumnalis","Leontodon","","autumnalis",NA,NA,"","","gcc-124093",TRUE,"1.1","Synonym","Compositae","Scorzoneroides","","autumnalis","","","(L.) Moench","gcc-121516","Accepted",FALSE,FALSE,FALSE,2023-06-15
"567","Baccharis salicina","Baccharis","","salicina",NA,NA,"","","gcc-30650",TRUE,"1.1","Accepted","Compositae","Baccharis","","salicina","","","Torr. & A.Gray","gcc-30650","Accepted",FALSE,FALSE,FALSE,2023-06-15
"568","Leontodon hastilis","Leontodon","","hastilis",NA,NA,"","","gcc-43446",TRUE,"1.1","Synonym","Compositae","Leontodon","","hispidus","subsp.","hastilis","(L.) Corb.","gcc-151768","Accepted",FALSE,FALSE,FALSE,2023-06-15
"569","Eupatorium schultzii","Eupatorium","","schultzii",NA,NA,"","","gcc-108809",TRUE,"1.1","Synonym","Compositae","Peteravenia","","schultzii","","","(Schnittsp.) R.M.King & H.Rob.","gcc-141647","Accepted",FALSE,FALSE,FALSE,2023-06-15
"570","Solanum salviifolii","Solanum","","salviifolii",NA,NA,"","","tro-29609004",TRUE,"1.1","Synonym","Solanaceae","Solanum","","asperum","","","Rich.","tro-29604138","Accepted",TRUE,FALSE,FALSE,2023-06-15
"571","Carex limosae","Carex","","limosae",NA,NA,"","","kew-228174",TRUE,"1.1","Accepted","Cyperaceae","Carex","","limosa","","","L.","kew-228174","Accepted",TRUE,FALSE,FALSE,2023-06-15
"572","Rhamnus alaterni","Rhamnus","","alaterni",NA,NA,"","","kew-2525844",TRUE,"1.1","Accepted","Rhamnaceae","Rhamnus","","alaternus","","","L.","kew-2525844","Accepted",TRUE,FALSE,FALSE,2023-06-15
"573","Peucedanum oreoselini","Peucedanum","","oreoselini",NA,NA,"","","kew-2403694",TRUE,"1.1","Accepted","Apiaceae","Peucedanum","","oreoselinum","","","(L.) Moench","kew-2403694","Accepted",TRUE,FALSE,FALSE,2023-06-15
"574","Allium reticulati","Allium","","reticulati",NA,NA,"","","kew-296390",TRUE,"1.1","Synonym","Amaryllidaceae","Allium","","strictum","","","Schrad.","kew-296690","Accepted",TRUE,FALSE,FALSE,2023-06-15
"575","Penstemon humilis","Penstemon","","humilis",NA,NA,"","","tro-29201371",TRUE,"1.1","Accepted","Plantaginaceae","Penstemon","","humilis","","","Nutt. ex A. Gray","tro-29201371","Accepted",FALSE,FALSE,FALSE,2023-06-15
"576","Rumex aquatica","Rumex","","aquatica",NA,NA,"","","kew-2424118",TRUE,"1.1","Accepted","Polygonaceae","Rumex","","aquaticus","","","L.","kew-2424118","Accepted",TRUE,FALSE,FALSE,2023-06-15
"577","Osmorhiza brevistylis","Osmorhiza","","brevistylis",NA,NA,"","","tro-1701365",TRUE,"1.1","Synonym","Apiaceae","Osmorhiza","","mexicana","","","Griseb.","tro-1701364","Accepted",FALSE,FALSE,FALSE,2023-06-15
"578","Galium borealis","Galium","","borealis",NA,NA,"","","kew-85836",TRUE,"1.1","Accepted","Rubiaceae","Galium","","boreale","","","L.","kew-85836","Accepted",TRUE,FALSE,FALSE,2023-06-15
"579","Hordeum vulgaris","Hordeum","","vulgaris",NA,NA,"","","kew-419563",TRUE,"1.1","Accepted","Poaceae","Hordeum","","vulgare","","","L.","kew-419563","Accepted",TRUE,FALSE,FALSE,2023-06-15
"580","Hordeum vulgaris","Hordeum","","vulgaris",NA,NA,"","","kew-419563",TRUE,"1.1","Accepted","Poaceae","Hordeum","","vulgare","","","L.","kew-419563","Accepted",TRUE,FALSE,FALSE,2023-06-15
"581","Silphium integrifolium","Silphium","","integrifolium",NA,NA,"","","gcc-104796",TRUE,"1.1","Accepted","Compositae","Silphium","","integrifolium","","","Michx.","gcc-104796","Accepted",FALSE,FALSE,FALSE,2023-06-15
"582","Silphium perfoliatum","Silphium","","perfoliatum",NA,NA,"","","gcc-42519",TRUE,"1.1","Accepted","Compositae","Silphium","","perfoliatum","","","L.","gcc-42519","Accepted",FALSE,FALSE,FALSE,2023-06-15
"583","Bromus sterilis","Bromus","","sterilis",NA,NA,"","","kew-402009",TRUE,"1.1","Accepted","Poaceae","Bromus","","sterilis","","","L.","kew-402009","Accepted",FALSE,FALSE,FALSE,2023-06-15
"584","Aconitum septentrionalis","Aconitum","","septentrionalis",NA,NA,"","","kew-2619505",TRUE,"1.1","Accepted","Ranunculaceae","Aconitum","","septentrionale","","","Koelle","kew-2619505","Accepted",TRUE,FALSE,FALSE,2023-06-15
"585","Tanacetum vulgari","Tanacetum","","vulgari",NA,NA,"","","gcc-76001",TRUE,"1.1","Accepted","Compositae","Tanacetum","","vulgare","","","L.","gcc-76001","Accepted",TRUE,FALSE,FALSE,2023-06-15
"586","Tanacetum vulgaris","Tanacetum","","vulgaris",NA,NA,"","","gcc-76001",TRUE,"1.1","Accepted","Compositae","Tanacetum","","vulgare","","","L.","gcc-76001","Accepted",TRUE,FALSE,FALSE,2023-06-15
"587","Triticum canini","Triticum","","canini",NA,NA,"","","kew-448495",TRUE,"1.1","Synonym","Poaceae","Elymus","","caninus","","","(L.) L.","kew-410994","Accepted",TRUE,FALSE,FALSE,2023-06-15
"588","Lycium halimifolii","Lycium","","halimifolii",NA,NA,"","","kew-2496673",TRUE,"1.1","Synonym","Solanaceae","Lycium","","barbarum","","","L.","kew-2499019","Accepted",TRUE,FALSE,FALSE,2023-06-15
"589","Nasturtium armoraciae","Nasturtium","","armoraciae",NA,NA,"","","kew-2379879",TRUE,"1.1","Synonym","Brassicaceae","Armoracia","","rusticana","","","P.Gaertn., B.Mey. & Scherb.","kew-2652952","Accepted",TRUE,FALSE,FALSE,2023-06-15
"590","Desmodium ciliaris","Desmodium","","ciliaris",NA,NA,"","","ild-55855",TRUE,"1.1","Accepted","Leguminosae","Desmodium","","ciliare","","","(Willd.) DC.","ild-55855","Accepted",TRUE,FALSE,FALSE,2023-06-15
"591","Teucrium chamaedryos","Teucrium","","chamaedryos",NA,NA,"","","kew-202772",TRUE,"1.1","Accepted","Lamiaceae","Teucrium","","chamaedrys","","","L.","kew-202772","Accepted",TRUE,FALSE,FALSE,2023-06-15
"592","Penstemon shastensis","Penstemon","","shastensis",NA,NA,"","","tro-29201484",TRUE,"1.1","Accepted","Plantaginaceae","Penstemon","","shastensis","","","D.D. Keck","tro-29201484","Accepted",FALSE,FALSE,FALSE,2023-06-15
"593","Rumex acetosae","Rumex","","acetosae",NA,NA,"","","kew-2424198",TRUE,"1.1","Accepted","Polygonaceae","Rumex","","acetosa","","","L.","kew-2424198","Accepted",TRUE,FALSE,FALSE,2023-06-15
"594","Salex pseudolapponum","Salex","","pseudolapponum",NA,NA,"","","kew-5003409",TRUE,"1.1","Synonym","Salicaceae","Salix","","glauca","var.","villosa","Andersson","kew-5003783","Accepted",TRUE,FALSE,FALSE,2023-06-15
"595","Ilex deciduae","Ilex","","deciduae",NA,NA,"","","tro-2000311",TRUE,"1.1","Accepted","Aquifoliaceae","Ilex","","decidua","","","Walter","tro-2000311","Accepted",TRUE,FALSE,FALSE,2023-06-15
"596","Ilex prinoides","Ilex","","prinoides",NA,NA,"","","kew-2861299",TRUE,"1.1","Unresolved","Aquifoliaceae","Ilex","","prinoides","","","Aiton","kew-2861299","Unresolved",FALSE,FALSE,FALSE,2023-06-15
"597","Cornus paniculatae","Cornus","","paniculatae",NA,NA,"","","kew-47464",TRUE,"1.1","Synonym","Cornaceae","Cornus","","racemosa","","","Lam.","kew-47487","Accepted",TRUE,FALSE,FALSE,2023-06-15
"598","Cornus sericeae","Cornus","","sericeae",NA,NA,"","","kew-47505",TRUE,"1.1","Accepted","Cornaceae","Cornus","","sericea","","","L.","kew-47505","Accepted",TRUE,FALSE,FALSE,2023-06-15
"599","Juglans regiae","Juglans","","regiae",NA,NA,"","","kew-2331747",TRUE,"1.1","Accepted","Juglandaceae","Juglans","","regia","","","L.","kew-2331747","Accepted",TRUE,FALSE,FALSE,2023-06-15
