,X,all.hits.sp.Mycop.entry,all.hits.sp.Mycop.plant,id,institutionCode,collectionCode,occurrenceID,basisOfRecord,scientificName,genus,taxonID,taxonRank,occurrenceRemarks,habitat,associatedOccurrences,associatedTaxa,substrate,recordId,country,db,match.number,match.name,new.ID,namecheck.db,score
1593,98051,98051,Aragallus lamberti,4022363,MU,,878e8b8a-d726-4785-958f-0e620f594cc6,PreservedSpecimen,Nigredo punctata,Nigredo,306585,Species,"Stage II; North American Uredinales, 1-3500, E. Bartholomew, exs #: 1599",NA,NA,host: Aragallus lambertii,NA,urn:uuid:878e8b8a-d726-4785-958f-0e620f594cc6,United States,Mycoportal.db,63,Oxytropis lambertii Pursh,ild-14639,The.plant.list,NA
1594,98052,98052,Aragallus lamberti,4022361,MU,,a4a7caad-0e47-4f5f-92d9-56f8523c9e49,PreservedSpecimen,Nigredo punctata,Nigredo,306585,Species,"1870: Abh. Schles, Ges. 48: 10.; Fungi Columbiani, 1501-5100, plus extras, J.B. Ellis, B.M. Everhart, and E. Bartholomew, exs #: 4793",NA,NA,host: Aragallus lambertii,NA,urn:uuid:a4a7caad-0e47-4f5f-92d9-56f8523c9e49,United States,Mycoportal.db,63,Oxytropis lambertii Pursh,ild-14639,The.plant.list,NA
1595,99908,99908,Aragallus lamberti,4018959,MU,,0e420018-3686-45e4-80f9-5210f370e124,PreservedSpecimen,Nigredo punctata,Nigredo,306585,Species,"Fungi Columbiani, 1501-5100, plus extras, J.B. Ellis, B.M. Everhart, and E. Bartholomew, exs #: 2092",NA,NA,host: Aragallus lambertii,NA,urn:uuid:0e420018-3686-45e4-80f9-5210f370e124,United States,Mycoportal.db,63,Oxytropis lambertii Pursh,ild-14639,The.plant.list,NA
1596,196821,196821,Aragallus lamberti,3157763,MICH,Fungi,c49c7710-c726-4fea-ba20-e5cddb1b1694,PreservedSpecimen,Nigredo punctata,Nigredo,306585,Species,"Fungi Dakotenses [Brenckle, Fungi Dakot.], 1-675, plus extras, J.F. Brenckle, exs #: 373",On Aragallus lambertii,NA,host: Aragallus lambertii,NA,urn:uuid:c49c7710-c726-4fea-ba20-e5cddb1b1694,USA,Mycoportal.db,63,Oxytropis lambertii Pursh,ild-14639,The.plant.list,NA
1597,99907,99907,Aragallus lamberti,4018962,MU,,b803fcc5-39a1-47c2-bcab-8b39cba7527d,PreservedSpecimen,Nigredo punctata,Nigredo,306585,Species,"North American Uredinales, 1-3500, E. Bartholomew, exs #: 84",on leaves,NA,host: Aragallus lambertii,NA,urn:uuid:b803fcc5-39a1-47c2-bcab-8b39cba7527d,United States,Mycoportal.db,63,Oxytropis lambertii Pursh,ild-14639,The.plant.list,NA
3103,173699,173699,Aragallus lamberti,3550328,MICH,Fungi,bdb1ff8e-3153-47a8-8d9c-3db538335aed,PreservedSpecimen,Uredo oxytropidis,Uredo,552566,Species,"Fungi Columbiani, 1501-5100, plus extras, J.B. Ellis, B.M. Everhart, and E. Bartholomew, exs #: 2092",On Aragallus lamberti.,NA,host: Aragallus lamberti,NA,urn:uuid:bdb1ff8e-3153-47a8-8d9c-3db538335aed,USA,Mycoportal.db,63,Oxytropis lambertii Pursh,ild-14639,The.plant.list,NA
3104,173700,173700,Aragallus lamberti,3550327,MICH,Fungi,7ce00b28-68d6-4d38-bf56-5950b35c5f7a,PreservedSpecimen,Uredo oxytropidis,Uredo,552566,Species,"North American Uredinales, 1-3500, E. Bartholomew, exs #: 84",On leaves of Aragallus lamberti.,NA,host: Aragallus lamberti,NA,urn:uuid:7ce00b28-68d6-4d38-bf56-5950b35c5f7a,USA,Mycoportal.db,63,Oxytropis lambertii Pursh,ild-14639,The.plant.list,NA
3226,175138,175138,Aragallus lamberti,3543185,MICH,Fungi,8ea59ab6-c5ec-4b8f-8328-049cce847e89,PreservedSpecimen,Uromyces punctatus,Uromyces,554406,Species,"II; North American Uredinales, 1-3500, E. Bartholomew, exs #: 3195",On Aragallus lamberti.,NA,host: Aragallus lamberti,NA,urn:uuid:8ea59ab6-c5ec-4b8f-8328-049cce847e89,USA,Mycoportal.db,63,Oxytropis lambertii Pursh,ild-14639,The.plant.list,NA
3227,175147,175147,Aragallus lamberti,3543169,MICH,Fungi,7dc05b73-1539-45ef-9e63-2e80ef13a859,PreservedSpecimen,Uromyces punctatus,Uromyces,554406,Species,"II; Fungi Columbiani, 1501-5100, plus extras, J.B. Ellis, B.M. Everhart, and E. Bartholomew, exs #: 4793",On Aragallus lamberti.,NA,host: Aragallus lamberti,NA,urn:uuid:7dc05b73-1539-45ef-9e63-2e80ef13a859,USA,Mycoportal.db,63,Oxytropis lambertii Pursh,ild-14639,The.plant.list,NA
3228,59028,59028,Aragallus lamberti,4628741,UC,,6beedd54-41e5-470c-a058-d057fbd9f664,PreservedSpecimen,Uromyces punctatus,Uromyces,554406,Species,"Fungi Columbiani, 1501-5100, plus extras, J.B. Ellis, B.M. Everhart, and E. Bartholomew, exs #: 4793",NA,NA,host: Aragallus lambertii,NA,urn:uuid:6beedd54-41e5-470c-a058-d057fbd9f664,USA,Mycoportal.db,63,Oxytropis lambertii Pursh,ild-14639,The.plant.list,NA
3229,59144,59144,Aragallus lamberti,4628630,UC,,7994b59b-941a-4746-8f52-c17d3c527939,PreservedSpecimen,Uromyces punctatus,Uromyces,554406,Species,"Fungi Columbiani, 1501-5100, plus extras, J.B. Ellis, B.M. Everhart, and E. Bartholomew, exs #: 2092",NA,NA,host: Aragallus lambertii,NA,urn:uuid:7994b59b-941a-4746-8f52-c17d3c527939,USA,Mycoportal.db,63,Oxytropis lambertii Pursh,ild-14639,The.plant.list,NA
3230,175139,175139,Aragallus lamberti,3543184,MICH,Fungi,849cdf6e-26f6-4d74-9f9e-c6405a3a31dd,PreservedSpecimen,Uromyces punctatus,Uromyces,554406,Species,"II; North American Uredinales, 1-3500, E. Bartholomew, exs #: 1599",On Aragallus lamberti.,NA,host: Aragallus lambertii,NA,urn:uuid:849cdf6e-26f6-4d74-9f9e-c6405a3a31dd,USA,Mycoportal.db,63,Oxytropis lambertii Pursh,ild-14639,The.plant.list,NA
1169,166709,166709,Araucaria bidwilli,3581781,ARIZ,,2452e546-1505-4b96-bfb3-a416ecd93da0,PreservedSpecimen,Heterobasidion annosum,Heterobasidion,184063,Species,,NA,NA,on Araucaria bidwilli Hook.,NA,urn:uuid:2452e546-1505-4b96-bfb3-a416ecd93da0,Australia,Mycoportal.db,139,Araucaria bidwillii Hook.,kew-14343,The.plant.list,NA
1466,23090,23090,Arceuthobium campylopodium,5065804,UC,,579fde90-a576-4544-9f34-88cdd33f9f65,PreservedSpecimen,Metasphaeria wheeleri,Metasphaeria,290566,Species,,On scales and stems,NA,host: Arceuthobium campylopodium,NA,urn:uuid:579fde90-a576-4544-9f34-88cdd33f9f65,USA,Mycoportal.db,160,Arceuthobium campylopodum Engelm.,kew-2646781,The.plant.list,NA
2936,84256,84256,Arctostaphylos alpinus,4332409,UC,,73613f6f-540b-45f8-af99-af0acbd70a07,PreservedSpecimen,Thekopsora sparsa,Thekopsora,538494,Species,"Uredineen, 1-2850, plus supplements, P. Sydow, exs #: 998",NA,NA,host: Arctostaphylos alpinus,NA,urn:uuid:73613f6f-540b-45f8-af99-af0acbd70a07,Norway,Mycoportal.db,299,Arctous alpina (L.) Nied.,kew-2647463,The.plant.list,NA
2937,198334,198334,Arctous japonicus,3152526,MICH,Fungi,e56b55ce-acbb-467d-a4b5-eb61ea2ef80f,PreservedSpecimen,Thekopsora sparsa,Thekopsora,538494,Species,,On Arctous japonicus,NA,host: Arctous japonicus,NA,urn:uuid:e56b55ce-acbb-467d-a4b5-eb61ea2ef80f,Japan,Mycoportal.db,300,Arctous alpina (L.) Nied.,kew-2647463,The.plant.list,NA
3136,34958,34958,Arisaema triphylla,487489,MICH,Fungi,ab50b8ef-76d1-45ee-b879-8e5aee0e40ca,PreservedSpecimen,Uromyces ari-triphylli,Uromyces,190265,Species,,On Arisaema triphylla,NA,NA,NA,urn:uuid:ab50b8ef-76d1-45ee-b879-8e5aee0e40ca,USA,Mycoportal.db,317,Arisaema triphyllum (L.) Schott,kew-15737,The.plant.list,NA
2239,56794,56794,Arracacia hartwegi,4631184,UC,,8fb72ab8-9708-49c7-93a3-3fcb62ef81a6,PreservedSpecimen,Puccinia jonesii,Puccinia,398860,Species,"Fungi Columbiani, 1501-5100, plus extras, J.B. Ellis, B.M. Everhart, and E. Bartholomew, exs #: 51",NA,NA,host: Arracacia hartwegi,NA,urn:uuid:8fb72ab8-9708-49c7-93a3-3fcb62ef81a6,USA,Mycoportal.db,235,Tauschia hartwegii (A. Gray) J.F. Macbr.,tro-1701035,The.plant.list,NA
2240,106347,106347,Arracacia hartwegi,3966933,PH,,4043de20-bf82-4755-a5ee-c41e01a6d235,PreservedSpecimen,Puccinia jonesii,Puccinia,398860,Species,"Ellis & Everhart. Fungi Columbiani. Herbarium of the University of Pennsylvania; Aecidium on March 23, 1893 and Teleutospores on May 5, 1893. Compare N. A. F. 1448.; Fungi Columbiani, 1501-5100, plus extras, J.B. Ellis, B.M. Everhart, and E. Bartholomew, exs #: 51",On Arracacia Hartwegi,NA,host: Arracacia Hartwegi,NA,urn:uuid:4043de20-bf82-4755-a5ee-c41e01a6d235,USA,Mycoportal.db,235,Tauschia hartwegii (A. Gray) J.F. Macbr.,tro-1701035,The.plant.list,NA
2287,106230,106230,Arracacia hartwegi,3967052,PH,,b2cc18ba-160e-48c3-8aea-849e69b1b5f1,PreservedSpecimen,Puccinia oreoselini,Puccinia,399532,Species,"N. A. F. 1458. Ellis & Everhart. Fungi Columbiani. Herbarium of the University of Pennsylvania; Fungi Columbiani, 1501-5100, plus extras, J.B. Ellis, B.M. Everhart, and E. Bartholomew, exs #: 343",On Arracacia hartwegi,NA,host: Arracacia hartwegi,NA,urn:uuid:b2cc18ba-160e-48c3-8aea-849e69b1b5f1,USA,Mycoportal.db,235,Tauschia hartwegii (A. Gray) J.F. Macbr.,tro-1701035,The.plant.list,NA
2288,104074,104074,Arracacia hartwegi,3976576,UC,,a48bdba1-9de3-45b3-9f9f-a5580b28187b,PreservedSpecimen,Puccinia oreoselini,Puccinia,399532,Species,"N.A.F. 1448; Fungi Columbiani, 1501-5100, plus extras, J.B. Ellis, B.M. Everhart, and E. Bartholomew, exs #: 343",NA,NA,host: Arracacia hartwegii,NA,urn:uuid:a48bdba1-9de3-45b3-9f9f-a5580b28187b,USA,Mycoportal.db,235,Tauschia hartwegii (A. Gray) J.F. Macbr.,tro-1701035,The.plant.list,NA
1546,264267,264267,Artemisia nilagarica,NA,IASD,,,HumanObservation,Mycosphaerella artemisiae,Mycosphaerella,NA,Species,Mycobank Linking Number: 301529,NA,NA,host: living leaves of Artemisia nilagarica Pamp.(Asteraceae),living leaves of Artemisia nilagarica Pamp.(Asteraceae),urn:uuid:d3593850-6bf1-41c2-858b-c7b647d0d029,India,Mycoportal.db,163,Artemisia nilagirica (C.B.Clarke) Pamp.,gcc-21642,The.plant.list,NA
1440,264326,264326,Artocarpus incisa,NA,IASD,,,HumanObservation,Melanospora zamiae,Melanospora,NA,Species,Mycobank Linking Number: 211586,NA,NA,host: Kalachoe pinnata (Lam.) Pers.(Crassulaceae); Artocarpus incisa L.(Moraceae); Saccharum officinarum Linn.(Poaceae),Kalachoe pinnata (Lam.) Pers.(Crassulaceae); Artocarpus incisa L.(Moraceae); Saccharum officinarum Linn.(Poaceae),urn:uuid:06f1d434-f0fa-4cdd-b8a1-5007dddbafff,India,Mycoportal.db,156,Artocarpus altilis (Parkinson ex F.A.Zorn) Fosberg,kew-2653919,The.plant.list,NA
2532,136322,136322,Aruncus silvester,3737068,MICH,Fungi,5c296045-b59c-4c66-b374-56735b838a68,PreservedSpecimen,Ramularia spiraeae-arunci,Ramularia,405310,Species,"Mycotheca Germanica, 1-3000, H. Sydow and P. Sydow, exs #: 942",Auf Bl√§ttern von Aruncus silvester.,NA,host: Aruncus silvester,NA,urn:uuid:5c296045-b59c-4c66-b374-56735b838a68,Germany,Mycoportal.db,268,Aruncus dioicus (Walter) Fernald,rjp-891,The.plant.list,NA
2533,136323,136323,Aruncus silvester,3737067,MICH,Fungi,f097210b-1936-469b-a77e-0f527ee4f34f,PreservedSpecimen,Ramularia spiraeae-arunci,Ramularia,405310,Species,"Mycotheca Germanica, 1-3000, H. Sydow and P. Sydow, exs #: 2238",Auf Bl√§ttern von Aruncus silvester.,NA,host: Aruncus silvester,NA,urn:uuid:f097210b-1936-469b-a77e-0f527ee4f34f,Germany,Mycoportal.db,268,Aruncus dioicus (Walter) Fernald,rjp-891,The.plant.list,NA
2534,99454,99454,Aruncus silvester,4020291,PH,,13c9783f-8386-46e7-93fb-1e9bfb07c5c2,PreservedSpecimen,Ramularia spiraeae-arunci,Ramularia,405310,Species,"Mycotheca Germanica, 1-3000, H. Sydow and P. Sydow, exs #: 2238",Auf Blättern von Aruncus silvester. [On leaves of Aruncus silvester],NA,host: Aruncus silvester,NA,urn:uuid:13c9783f-8386-46e7-93fb-1e9bfb07c5c2,Germany,Mycoportal.db,268,Aruncus dioicus (Walter) Fernald,rjp-891,The.plant.list,NA
531,148841,148841,Aster engelmanni,3676663,UC,,52f9379a-142e-4e21-a4c6-a9c5a1988d89,PreservedSpecimen,Coleosporium asterum,Coleosporium,146013,Species,"California Fungi. Berkeley, CA [Anonymous, Calif. Fungi], 1- ? 1425, Herbarium of the University of California., exs #: 613",NA,NA,host: Aster engelmanni ledophyllus,NA,urn:uuid:52f9379a-142e-4e21-a4c6-a9c5a1988d89,USA,Mycoportal.db,72,Eucephalus engelmannii (D.C.Eaton) Greene,gcc-142891,The.plant.list,NA
532,148635,148635,Aster engelmanni,3677051,UC,,88a352b2-c7cc-432c-bda4-ffc991114194,PreservedSpecimen,Coleosporium asterum,Coleosporium,146013,Species,,NA,NA,host: Aster engelmannii,NA,urn:uuid:88a352b2-c7cc-432c-bda4-ffc991114194,USA,Mycoportal.db,72,Eucephalus engelmannii (D.C.Eaton) Greene,gcc-142891,The.plant.list,NA
533,148829,148829,Aster engelmanni,3676701,UC,,4966ebc6-c99a-49a1-9a16-6c5ad71beed1,PreservedSpecimen,Coleosporium asterum,Coleosporium,146013,Species,,NA,NA,host: Aster engelmannii,NA,urn:uuid:4966ebc6-c99a-49a1-9a16-6c5ad71beed1,USA,Mycoportal.db,72,Eucephalus engelmannii (D.C.Eaton) Greene,gcc-142891,The.plant.list,NA
534,148840,148840,Aster engelmanni,3676665,UC,,0268ac6e-f183-4f27-91d3-20dee8997afe,PreservedSpecimen,Coleosporium asterum,Coleosporium,146013,Species,,NA,NA,host: Aster engelmannii,NA,urn:uuid:0268ac6e-f183-4f27-91d3-20dee8997afe,USA,Mycoportal.db,72,Eucephalus engelmannii (D.C.Eaton) Greene,gcc-142891,The.plant.list,NA
561,201566,201566,Aster engelmanni,3069094,MICH,Fungi,75a9762f-bad2-4ecf-9686-56d8889a93c7,PreservedSpecimen,Coleosporium solidaginis,Coleosporium,146171,Species,"California Fungi. Berkeley, CA [Anonymous, Calif. Fungi], 1- ? 1425, Herbarium of the University of California., exs #: 613",On Aster engelmanni var. ledophyllus.,NA,host: Aster engelmanni,NA,urn:uuid:75a9762f-bad2-4ecf-9686-56d8889a93c7,USA,Mycoportal.db,72,Eucephalus engelmannii (D.C.Eaton) Greene,gcc-142891,The.plant.list,NA
1633,137828,137828,Aster engelmanni,3730214,MICH,Fungi,ffd0647f-2f8f-41af-b395-b574097d09ea,PreservedSpecimen,Ovularia asteris,Ovularia,348124,Species,"Mycoflora Saximontanensis Exsiccata, 1-1300, W.G. Solheim, exs #: 1169",On Aster engelmanni.,NA,host: Aster engelmanni,NA,urn:uuid:ffd0647f-2f8f-41af-b395-b574097d09ea,USA,Mycoportal.db,72,Eucephalus engelmannii (D.C.Eaton) Greene,gcc-142891,The.plant.list,NA
1634,20275,20275,Aster engelmanni,5086917,UC,,c83b3d99-bc50-451b-a109-419430847fc9,PreservedSpecimen,Ovularia asteris,Ovularia,348124,Species,"Mycoflora Saximontanensis Exsiccata, 1-1300, W.G. Solheim, exs #: 1169",NA,NA,host: Aster engelmannii,NA,urn:uuid:c83b3d99-bc50-451b-a109-419430847fc9,United States,Mycoportal.db,72,Eucephalus engelmannii (D.C.Eaton) Greene,gcc-142891,The.plant.list,NA
1635,49283,49283,Aster engelmanni,4708721,RMS,,12d9f170-f591-452e-b6fa-1f10027d685f,PreservedSpecimen,Ovularia asteris,Ovularia,348124,Species,"5374; Mycoflora Saximontanensis Exsiccata, 1-1300, W.G. Solheim, exs #: 1169",On Aster engelmannii,NA,host: Aster engelmannii,NA,urn:uuid:12d9f170-f591-452e-b6fa-1f10027d685f,United States,Mycoportal.db,72,Eucephalus engelmannii (D.C.Eaton) Greene,gcc-142891,The.plant.list,NA
1636,20292,20292,Aster engelmanni,5086900,UC,,348a9cd8-deab-400e-8eca-bf3d375e352c,PreservedSpecimen,Ovularia asteris,Ovularia,348124,Species,"Mycoflora Saximontanensis Exsiccata, 1-1300, W.G. Solheim, exs #: 297",on leaves of Aster engelmannii,NA,host: Aster engelmannii,NA,urn:uuid:348a9cd8-deab-400e-8eca-bf3d375e352c,United States,Mycoportal.db,72,Eucephalus engelmannii (D.C.Eaton) Greene,gcc-142891,The.plant.list,NA
2141,89509,89509,Aster engelmanni,4282047,UC,,4c191b5d-69b8-41e5-9d6a-800966e7d506,PreservedSpecimen,Puccinia dioicae,Puccinia,188281,Species,,NA,NA,host: Aster engelmannii,NA,urn:uuid:4c191b5d-69b8-41e5-9d6a-800966e7d506,USA,Mycoportal.db,72,Eucephalus engelmannii (D.C.Eaton) Greene,gcc-142891,The.plant.list,NA
2182,192422,192422,Aster engelmanni,3225544,MICH,Fungi,fad5d0ca-dce5-4a72-bcc0-cdb597cd7f65,PreservedSpecimen,Puccinia grindeliae,Puccinia,398536,Species,III,Aster engelmannii,NA,host: Aster engelmannii,NA,urn:uuid:fad5d0ca-dce5-4a72-bcc0-cdb597cd7f65,USA,Mycoportal.db,72,Eucephalus engelmannii (D.C.Eaton) Greene,gcc-142891,The.plant.list,NA
535,148841.1,148841,Aster engelmanni ledophyllus,3676663,UC,,52f9379a-142e-4e21-a4c6-a9c5a1988d89,PreservedSpecimen,Coleosporium asterum,Coleosporium,146013,Species,"California Fungi. Berkeley, CA [Anonymous, Calif. Fungi], 1- ? 1425, Herbarium of the University of California., exs #: 613",NA,NA,host: Aster engelmanni ledophyllus,NA,urn:uuid:52f9379a-142e-4e21-a4c6-a9c5a1988d89,USA,Mycoportal.db,73,Eucephalus ledophyllus (A.Gray) Greene,gcc-136232,The.plant.list,NA
562,201566.1,201566,Aster engelmanni var. ledophyllus,3069094,MICH,Fungi,75a9762f-bad2-4ecf-9686-56d8889a93c7,PreservedSpecimen,Coleosporium solidaginis,Coleosporium,146171,Species,"California Fungi. Berkeley, CA [Anonymous, Calif. Fungi], 1- ? 1425, Herbarium of the University of California., exs #: 613",On Aster engelmanni var. ledophyllus.,NA,host: Aster engelmanni,NA,urn:uuid:75a9762f-bad2-4ecf-9686-56d8889a93c7,USA,Mycoportal.db,81,Eucephalus ledophyllus (A.Gray) Greene,gcc-136232,The.plant.list,NA
563,143222.1,143222,Aster foliaceus var. eatoni,3703689,UC,,7ce30c34-f4d0-42f8-9b7f-7a94c0187b44,PreservedSpecimen,Coleosporium sonchi,Coleosporium,146172,Species,,NA,NA,host: Aster foliaceus var. eatonii,NA,urn:uuid:7ce30c34-f4d0-42f8-9b7f-7a94c0187b44,USA,Mycoportal.db,82,Symphyotrichum eatonii (A.Gray) G.L.Nesom,gcc-38963,The.plant.list,NA
566,215293.1,215293,Aster foliaceus var. eatoni,2618481,RMS,,f6318d3f-b584-4ff7-b8ea-e27814ae8682,PreservedSpecimen,Coleosporium sonchi-arvensis,Coleosporium,146173,Species,,On Aster foliaceus var. eatoni.,NA,host: Aster foliaceus var. eatoni,NA,urn:uuid:f6318d3f-b584-4ff7-b8ea-e27814ae8682,United States,Mycoportal.db,82,Symphyotrichum eatonii (A.Gray) G.L.Nesom,gcc-38963,The.plant.list,NA
2787,141733,141733,Astragalus glycyphyllus,3714261,PH,,8d66f3f1-fae6-4ef6-97a6-7b5730e0543e,PreservedSpecimen,Sphaeria bryoniae,Sphaeria,425917,Species,"Rehm Fungi Exsiccati; Dr. George Martin Collection; The Academy of Natural Sciences of Philadelphia Mycological Herbarium; Ascomyceten [Rehm, Ascomyc.], 1-2175, plus extras, H. Rehm, exs #: 99",Waldsaum (forest edge); Auf durren Stengeln von astragalus glycyph.,NA,host: Astragalus glycyphyllus L.,NA,urn:uuid:8d66f3f1-fae6-4ef6-97a6-7b5730e0543e,Germany,Mycoportal.db,288,Astragalus glycyphyllos L.,ild-8631,The.plant.list,NA
1187,200595,200595,Athyrium nipponicum,3074666,MICH,Fungi,07941a2a-64b7-469d-bfc2-0ec1efc96f8c,PreservedSpecimen,Hyalopsora polypodii,Hyalopsora,242515,Species,,On Athyrium nipponicum,NA,host: Athyrium nipponicum,NA,urn:uuid:07941a2a-64b7-469d-bfc2-0ec1efc96f8c,Japan,Mycoportal.db,141,"Anisocampium niponicum (Mett.) Y.C.Liu, W.L. Chiou & M. Kato",tro-100374069,The.plant.list,NA
105,198089,198089,Aulospermum betheli,3153374,MICH,Fungi,9bf80cca-7463-453d-b6d2-f8b4fcfa05aa,PreservedSpecimen,Allodus cymopteri,,NA,,"North American Uredinales, 1-3500, E. Bartholomew, exs #: 2003",Aulospermum betheli,NA,host: Aulospermum betheli,NA,urn:uuid:9bf80cca-7463-453d-b6d2-f8b4fcfa05aa,USA,Mycoportal.db,16,Aulospermum bethelii Osterh.,kew-2666323,The.plant.list,NA
2351,186502,186502,Baccharis cassinaefolia,344102,MICH,Fungi,ae260291-d8d2-41aa-8ade-8a404a6d4799,PreservedSpecimen,Puccinia praedicabilis,Puccinia,399869,Species,"Reliquiae Holwayanae Holway, E. W. D. 583 Part of type collection Mycologia 1932 24: 151.; Reliquiae Holwayanae, 1-700, E.W.D. Holway, exs #: 583",On Baccharis cassinaefolia,NA,NA,NA,urn:uuid:ae260291-d8d2-41aa-8ade-8a404a6d4799,Bolivia,Mycoportal.db,253,Baccharis crassinaefolia DC.,gcc-8810,The.plant.list,NA
2071,93113,93113,Baccharis serraefolia,4238636,UC,,bf99b13b-51b6-42d1-a7c1-91ebd13f2338,PreservedSpecimen,Puccinia baccharidis-multiflorae,Puccinia,397390,Species,,NA,NA,host: Baccharis serraefolia,NA,urn:uuid:bf99b13b-51b6-42d1-a7c1-91ebd13f2338,Guatemala,Mycoportal.db,209,Baccharis serraefolia DC.,gcc-105240,The.plant.list,NA
2072,93114,93114,Baccharis serraefolia,4238631,UC,,7c2d5394-b627-4c21-95bf-107794071cc9,PreservedSpecimen,Puccinia baccharidis-multiflorae,Puccinia,397390,Species,,NA,NA,host: Baccharis serraefolia,NA,urn:uuid:7c2d5394-b627-4c21-95bf-107794071cc9,Guatemala,Mycoportal.db,209,Baccharis serraefolia DC.,gcc-105240,The.plant.list,NA
2074,6457,6457,Balsamorrhiza macrophylla,6506391,MU,,6933273e-8290-4dec-9527-5401fecdc6fd,PreservedSpecimen,Puccinia balsamorhizae,Puccinia,697629,Species,"Fungi Columbiani, 1501-5100, plus extras, J.B. Ellis, B.M. Everhart, and E. Bartholomew, exs #: 4752",On Balsamorrhiza macrophylla,NA,NA,NA,urn:uuid:6933273e-8290-4dec-9527-5401fecdc6fd,USA,Mycoportal.db,210,Balsamorhiza macrophylla Nutt.,gcc-85975,The.plant.list,NA
2075,98713,98713,Balsamorrhiza macrophylla,4021159,UC,,92073982-4f1e-40e6-9808-c3b069f0d6c2,PreservedSpecimen,Puccinia balsamorrhizae,Puccinia,397411,Species,"Fungi Columbiani, 1501-5100, plus extras, J.B. Ellis, B.M. Everhart, and E. Bartholomew, exs #: 4752",host,NA,host: Balsamorrhiza macrophylla,NA,urn:uuid:92073982-4f1e-40e6-9808-c3b069f0d6c2,USA,Mycoportal.db,210,Balsamorhiza macrophylla Nutt.,gcc-85975,The.plant.list,NA
2076,6453,6453,Balsamorrhiza macrophylla,6506402,MU,,2232f468-dbd4-4243-a1b8-78758f3192f9,PreservedSpecimen,Puccinia balsamorrhizae,Puccinia,397411,Species,"North American Uredinales, 1-3500, E. Bartholomew, exs #: 1635",NA,NA,host: Balsamorrhiza macrophylla,NA,urn:uuid:2232f468-dbd4-4243-a1b8-78758f3192f9,USA,Mycoportal.db,210,Balsamorhiza macrophylla Nutt.,gcc-85975,The.plant.list,NA
2077,194759,194759,Balsamorrhiza macrophylla,3191507,MICH,Fungi,885ef467-c0f6-405f-8db6-3bbfbae6b5b6,PreservedSpecimen,Puccinia balsamorrhizae,Puccinia,397411,Species,"Fungi Columbiani, 1501-5100, plus extras, J.B. Ellis, B.M. Everhart, and E. Bartholomew, exs #: 4752",On Balsamorrhiza macrophylla.,NA,host: Balsamorrhiza macrophylla,NA,urn:uuid:885ef467-c0f6-405f-8db6-3bbfbae6b5b6,USA,Mycoportal.db,210,Balsamorhiza macrophylla Nutt.,gcc-85975,The.plant.list,NA
2078,194767,194767,Balsamorrhiza macrophylla,3191485,MICH,Fungi,04cf6c06-8f86-42be-a912-dd0d857cd1c0,PreservedSpecimen,Puccinia balsamorrhizae,Puccinia,397411,Species,"III; North American Uredinales, 1-3500, E. Bartholomew, exs #: 1635",On Balsamorrhiza macrophylla.,NA,host: Balsamorrhiza macrophylla,NA,urn:uuid:04cf6c06-8f86-42be-a912-dd0d857cd1c0,USA,Mycoportal.db,210,Balsamorhiza macrophylla Nutt.,gcc-85975,The.plant.list,NA
713,135820,135820,Bambusa oldhami,3738561,UC,,78876a1d-6aad-43ad-9d15-324cb1ef8b2a,PreservedSpecimen,Dasturella divina,Dasturella,164723,Species,,leaves,NA,host: Leleba oldhamii (=Bambusa oldhamii),NA,urn:uuid:78876a1d-6aad-43ad-9d15-324cb1ef8b2a,"Taiwan, Province of China",Mycoportal.db,92,Bambusa oldhamii Munro,kew-398934,The.plant.list,NA
