Family,ScientificName,ScientificNameAuthorship,Notes,TaxonId
PHYSCIACEAE,"Rinodinella sp.","H. Mayrhofer & Poelt","Changed classification (Gaya et al. 2012; Prieto et al. 2013; Prieto & Wedin 2016)., Molecular: Yes., source: Gaya et al. 2012; Prieto et al. 2013; Prieto & Wedin 2016",180019
PHYSCIACEAE,"Tornabea sp.",Oesth.,"Changed classification (Gaya et al. 2012; Prieto et al. 2013; Prieto & Wedin 2016)., Molecular: Yes., source: Gaya et al. 2012; Prieto et al. 2013; Prieto & Wedin 2016",52102
PILOCARPACEAE,"Badimiella sp.","Malcolm & Vězda","No change., Molecular: No.",134016
PILOCARPACEAE,"Baflavia sp.",Lücking,"No change., Molecular: No.",257942
PILOCARPACEAE,"Bapalmuia sp.",Sérus.,"No change., Molecular: Yes.",235187
PILOCARPACEAE,"Barubria sp.",Vězda,"No change., Molecular: No.",134158
PILOCARPACEAE,"Brasilicia sp.","Lücking, Kalb & Sérus.","No change., Molecular: No.",257946
PILOCARPACEAE,"Bryogomphus sp.","Lücking, W.R. Buck, Sérus. & L.I. Ferraro","No change., Molecular: No.",235209
PILOCARPACEAE,"Byssolecania sp.",Vain.,"No change., Molecular: Yes.",235215
PILOCARPACEAE,"Byssoloma sp.",Trevis.,"No change., Molecular: Yes.",52103
PILOCARPACEAE,"Calopadia sp.",Vězda,"No change., Molecular: Yes.",51964
PILOCARPACEAE,"Calopadiopsis sp.","Lücking & R. Sant.","No change., Molecular: No.",137728
PILOCARPACEAE,"Eugeniella sp.","Lücking, Sérus. & Kalb","New or reinstated (Lücking 2008)., Molecular: Yes., source: Lücking 2008",127470
PILOCARPACEAE,"Fellhanera sp.",Vězda,"No change., Molecular: Yes.",52104
PILOCARPACEAE,"Fellhaneropsis sp.","Sérus. & Coppins","No change., Molecular: Yes.",124710
PILOCARPACEAE,"Kantvilasia sp.","P.M. McCarthy, Elix & Sérus.","No change., Molecular: No.",262378
PILOCARPACEAE,"Lasioloma sp.","R. Sant.","No change., Molecular: Yes.",150441
PILOCARPACEAE,"Leimonis sp.","R.C. Harris","No change., Molecular: Yes.",127101
PILOCARPACEAE,"Loflammia sp.",Vězda,"No change., Molecular: No.",160511
PILOCARPACEAE,"Loflammiopsis sp.","Lücking & Kalb","No change., Molecular: No.",257970
PILOCARPACEAE,"Logilvia sp.",Vězda,"No change., Molecular: No.",160512
PILOCARPACEAE,"Micarea sp.",Fr.,"No change., Molecular: Yes.",52010
PILOCARPACEAE,"Podotara sp.","Malcolm & Vězda","Changed classification (Jaklitsch et al. 2016a)., Molecular: No., source: Jaklitsch et al. 2016a",262379
PILOCARPACEAE,"Pseudocalopadia sp.",Lücking,"No change., Molecular: No.",257973
PILOCARPACEAE,"Roccellinastrum sp.",Follmann,"Changed classification (Jaklitsch et al. 2016a)., Molecular: No., source: Jaklitsch et al. 2016a",126302
PILOCARPACEAE,"Schadonia sp.",Körb.,"No change., Molecular: Yes.",51935
PILOCARPACEAE,"Septotrapelia sp.","Aptroot & Chaves","New synonymy (Bungartz et al. 2013)., Molecular: No., source: Bungartz et al. 2013",235878
PILOCARPACEAE,"Sporopodiopsis sp.",Sérusiaux,"No change., Molecular: No.",262380
PILOCARPACEAE,"Sporopodium sp.",Mont.,"No change., Molecular: Yes.",51966
PILOCARPACEAE,"Szczawinskia sp.","A. Funk","No change., Molecular: Yes.",102995
PILOCARPACEAE,"Tapellaria sp.","Müll. Arg.","No change., Molecular: No.",51967
PILOCARPACEAE,"Tapellariopsis sp.",Lücking,"No change., Molecular: No.",257981
PLACYNTHIACEAE,"Hertella sp.",Henssen,"No change., Molecular: No.",126284
PLACYNTHIACEAE,"Placynthiopsis sp.",Zahlbr.,"No change., Molecular: No.",174226
PLACYNTHIACEAE,"Placynthium sp.","(Ach.) Gray","New synonymy (Košuthová et al. 2016; Moreno & Egea 1990)., Molecular: Yes., source: Košuthová et al. 2016; Moreno & Egea 1990",52213
PORINACEAE,"Clathroporina sp.","Müll. Arg.","No change., Molecular: Yes.",52229
PORINACEAE,"Myeloconis sp.","P.M. McCarthy & Elix","Changed classification (Nelsen et al. 2014b)., Molecular: Yes., source: Nelsen et al. 2014b",258545
PORINACEAE,"Porina sp.","Müll. Arg.","No change., Molecular: Yes.",52230
PORINACEAE,"Pseudosagedia sp.","(Müll. Arg.) M. Choisy","New or reinstated (Brodo et al. 2013; Hafellner & Kalb 2005; Harris 2005)., Molecular: Yes., source: Brodo et al. 2013; Hafellner & Kalb 2005; Harris 2005",67697
PORINACEAE,"Segestria sp.",Fr.,"New synonymy (Lücking 2008)., Molecular: Yes., source: Lücking 2008",52231
PORINACEAE,"Trichothelium sp.","Müll. Arg.","No change., Molecular: Yes.",52232
PROTOTHELENELLACEAE,"Protothelenella sp.",Räsänen,"Changed classification (Reslet al. 2015)., Molecular: Yes., source: Reslet al. 2015",51823
PSILOLECHIACEAE,"Psilolechia sp.","A. Massal.","Changed classification (Miądlikowska et al. 2014)., Molecular: Yes., source: Miądlikowska et al. 2014",52011
PSORACEAE,"Brianaria sp.","S. Ekman & M. Svensson","New or reinstated (Ekman & Svensson 2014)., Molecular: Yes., source: Ekman & Svensson 2014",256934
PSORACEAE,"Glyphopeltis sp.",Brusse,"No change., Molecular: Yes.",261178
PSORACEAE,"Protoblastenia sp.","(Zahlbr.) J. Steiner","No change., Molecular: Yes.",52115
PSORACEAE,"Protomicarea sp.",Hafellner,"No change., Molecular: Yes.",124777
PSORACEAE,"Psora sp.",Hoffm.,"No change., Molecular: Yes.",52116
PSORACEAE,"Psorula sp.","Gotth. Schneid.","No change., Molecular: Yes.",52117
PYCNORACEAE,"Pycnora sp.",Hafellner,"Changed classification (Bendiksby &Timdal 2013)., Molecular: Yes., source: Bendiksby &Timdal 2013",124780
PYRENOTRICHACEAE,"Pyrenothrix sp.",Riddle,"Changed classification (Jaklitsch et al. 2016a)., Molecular: Yes., source: Jaklitsch et al. 2016a",52220
PYRENULACEAE,"Anthracothecium sp.","Hampe ex A. Massal.","No change., Molecular: Yes.",52221
PYRENULACEAE,"Blastodesmia sp.","A. Massal.","No change., Molecular: No.",135645
PYRENULACEAE,"Clypeopyrenis sp.",Aptroot,"No change., Molecular: No.",142747
PYRENULACEAE,"Distopyrenis sp.",Aptroot,"No change., Molecular: No.",52222
PYRENULACEAE,"Granulopyrenis sp.",Aptroot,"No change., Molecular: Yes.",52223
PYRENULACEAE,"Lithothelium sp.","Müll. Arg.","No change., Molecular: Yes.",52224
PYRENULACEAE,"Mazaediothecium sp.",Aptroot,"No change., Molecular: Yes.",262178
PYRENULACEAE,"Pyrenowilmsia sp.","R.C. Harris & Aptroot","No change., Molecular: No.",177079
PYRENULACEAE,"Pyrenula sp.",Ach.,"New synonymy (Aptroot 2012)., Molecular: Yes., source: Aptroot 2012",52226
PYRENULACEAE,"Pyrgillus sp.",Nyl.,"No change., Molecular: Yes.",52227
PYRENULACEAE,"Sulcopyrenula sp.","H. Harada","No change., Molecular: No.",124799
PYRENULALES_FAMILY_INCERTAE_SEDIS,"Rhaphidicyrtis sp.",Vain.,"No change., Molecular: No.",178738
PYRENULALES_FAMILY_INCERTAE_SEDIS,"Xenus sp.","Kohlm. & Volkm.-Kohlm.","No change., Molecular: No.",262180
RACODIACEAE,"Racodium sp.",Fr.,"Changed classification (Muggia et al. 2008; Nelsen et al. 2009)., Molecular: Yes., source: Muggia et al. 2008; Nelsen et al. 2009",97751
RAMALINACEAE,"Aciculopsora sp.","Aptroot & Trest","No change., Molecular: No.",261480
RAMALINACEAE,"Adelolecia sp.","Hertel & Hafellner","No change., Molecular: No.",51926
RAMALINACEAE,"Arthrosporum sp.","A. Massal.","No change., Molecular: Yes.",51947
RAMALINACEAE,"Auriculora sp.",Kalb,"Changed classification (Jaklitsch et al. 2016a)., Molecular: No., source: Jaklitsch et al. 2016a",132956
RAMALINACEAE,"Bacidia sp.","De Not.","New synonymy (this paper)., Molecular: Yes., Notes. Lopacidia was listed as separate genus by Lumbsch & Huhndorf (2010) but the type is congeneric with Bacidia., source: Lumbsch & Huhndorf 2010",51927
RAMALINACEAE,"Bacidina sp.",Vězda,"No change., Molecular: Yes.",51982
RAMALINACEAE,"Bacidiopsora sp.",Kalb,"No change., Molecular: No.",133980
RAMALINACEAE,"Badimia sp.",Vězda,"Changed classification (Andersen et al. 2005)., Molecular: Yes., source: Andersen et al. 2005",134015
RAMALINACEAE,"Biatora sp.",Fr.,"No change., Molecular: Yes.",51928
RAMALINACEAE,"Bilimbia sp.","De Not.","Changed classification (Ekman et al. 2008; Printzen 2014)., Molecular: Yes., source: Ekman et al. 2008; Printzen 2014",62925
RAMALINACEAE,"Catillochroma sp.",Kalb,"Changed classification (Ekman et al. 2008; Miądlikowska et al. 2014; Schmull et al. 2011)., Molecular: No., source: Ekman et al. 2008; Miądlikowska et al. 2014; Schmull et al. 2011",127352
RAMALINACEAE,"Catinaria sp.",Vain.,"No change., Molecular: Yes.",51929
RAMALINACEAE,"Cenozosia sp.","A. Massal.","No change., Molecular: No.",139937
RAMALINACEAE,"Cliostomum sp.",Fr.,"No change., Molecular: Yes.",51930
RAMALINACEAE,"Compsocladium sp.","I.M. Lamb","No change., Molecular: No.",143535
RAMALINACEAE,"Crocynia sp.","(Ach.) A. Massal.","Changed classification (Andersen et al. 2005; Ekman et al. 2008)., Molecular: Yes., source: Andersen et al. 2005; Ekman et al. 2008",51963
RAMALINACEAE,"Crustospathula sp.",Aptroot,"No change., Molecular: No.",262382
RAMALINACEAE,"Echidnocymbium sp.",Brusse,"No change., Molecular: No.",258050
RAMALINACEAE,"Eschatogonia sp.",Trevis.,"Changed classification (Jaklitsch et al. 2016a)., Molecular: No., source: Jaklitsch et al. 2016a",145932
RAMALINACEAE,"Frutidella sp.",Kalb,"No change., Molecular: Yes.",52003
RAMALINACEAE,"Heppsora sp.","D.D. Awasthi & K. Singh","No change., Molecular: No.",261181
RAMALINACEAE,"Japewia sp.",Tønsberg,"No change., Molecular: Yes.",51932
RAMALINACEAE,"Jarmania sp.",Kantvilas,"No change., Molecular: No.",259784
RAMALINACEAE,"Krogia sp.",Timdal,"No change., Molecular: No.",262383
RAMALINACEAE,"Lecania sp.","A. Massal.","No change., Molecular: Yes.",51933
RAMALINACEAE,"Lopezaria sp.","Kalb & Hafellner","No change., Molecular: Yes.",89935
RAMALINACEAE,"Lueckingia sp.","Aptroot & Umaña","No change., Molecular: No.",262384
RAMALINACEAE,"Megalaria sp.",Hafellner,"Changed classification (Ekman2001; Ekman et al. 2008; Miądlikowska et al. 2014; Schmull et al. 2011)., Molecular: Yes., source: Ekman2001; Ekman et al. 2008; Miądlikowska et al. 2014; Schmull et al. 2011",51990
RAMALINACEAE,"Myelorrhiza sp.","Verdon & Elix","No change., Molecular: Yes.",257884
RAMALINACEAE,"Niebla sp.","Rundel & Bowler","No change., Molecular: Yes., Notes. The over 40 species of Niebla described by Spjut (1996) are not generally accepted (Bowler & Marsh 2004)., source: Bowler & Marsh 2004",52118
RAMALINACEAE,"Phyllopsora sp.","Müll. Arg.","New synonymy (Timdal 2008)., Molecular: Yes., Notes. The synonymy was already proposed by Timdal (2008) but the name Triclinum was still used in later publications, including Aptroot & Cáceres (2014)., source: Timdal (2008); Aptroot & Cáceres (2014)",51934
RAMALINACEAE,"Physcidia sp.",Tuck.,"No change., Molecular: No.",173914
RAMALINACEAE,"Pseudohepatica sp.","P.M. Jørg.","Changed classification (Jaklitsch et al. 2016a)., Molecular: No., source: Jaklitsch et al. 2016a",262140
RAMALINACEAE,"Ramalina sp.",Ach.,"New synonymy (Moncada et al. 2014)., Molecular: Yes., source: Moncada et al. 2014",52119
RAMALINACEAE,"Rolfidium sp.",Moberg,"No change., Molecular: Yes.",262385
RAMALINACEAE,"Stirtoniella sp.","D.J. Galloway, Hafellner & Elix","No change., Molecular: No.",185793
RAMALINACEAE,"Tasmidella sp.","Kantvilas, Hafellner & Elix","Changed classification (Ekman et al. 2008; Miądlikowska et al. 2014; Schmull et al. 2011)., Molecular: No., source: Ekman et al. 2008; Miądlikowska et al. 2014; Schmull et al. 2011",258740
RAMALINACEAE,"Thamnolecania sp.","(Vain.) Gyeln.","No change., Molecular: Yes.",186336
RAMALINACEAE,"Tibellia sp.","Vězda & Hafellner","No change., Molecular: No.",261970
RAMALINACEAE,"Toninia sp.","A. Massal.","No change., Molecular: Yes.",51950
RAMALINACEAE,"Toniniopsis sp.",Frey,"No change., Molecular: No.",187747
RAMALINACEAE,"Tylothallia sp.","P. James & R. Kilias","No change., Molecular: Yes.",52000
RAMALINACEAE,"Waynea sp.",Moberg,"No change., Molecular: Yes.",51940
RAMBOLDIACEAE,"Ramboldia sp.","Kantvilas & Elix","Changed classification (Miądlikowska et al. 2014)., Molecular: Yes., source: Miądlikowska et al. 2014",126192
REQUIENELLACEAE,"Requienella sp.",Fabre,"Changed classification (Jaklitsch et al. 2016b)., Molecular: Yes., source: Jaklitsch et al. 2016b",52228
RHIZOCARPACEAE,"Catolechia sp.",Flot.,"Changed classification (Miądlikowska et al. 2006)., Molecular: Yes., source: Miądlikowska et al. 2006",52123
RHIZOCARPACEAE,"Epilichen sp.",Clem.,"Changed classification (Miądlikowska et al. 2006)., Molecular: No., source: Miądlikowska et al. 2006",52124
RHIZOCARPACEAE,"Poeltinula sp.",Hafellner,"Changed classification (Miądlikowska et al. 2006)., Molecular: Yes., source: Miądlikowska et al. 2006",52125
RHIZOCARPACEAE,"Rhizocarpon sp.","Ramond ex DC.","Changed classification (Miądlikowska et al. 2006)., Molecular: Yes., source: Miądlikowska et al. 2006",52126
ROCCELLACEAE,"Ancistrosporella sp.","G. Thor.","No change., Molecular: No.",130320
ROCCELLACEAE,"Austrographa sp.","Sparrius, Elix & A.W. Archer","New or reinstated (Sparrius et al. 2010, 2013)., Molecular: No., source: Sparrius et al. 2010, 2013",262159
ROCCELLACEAE,"Austroroccella sp.","Tehler & Ertz","New or reinstated (Tehler et al. 2013)., Molecular: Yes., source: Tehler et al. 2013",262160
ROCCELLACEAE,"Chiodecton sp.",Ach.,"No change., Molecular: Yes.",52172
ROCCELLACEAE,"Cresponea sp.","Egea & Torrente","Changed classification (Ertz & Tehler 2011)., Molecular: Yes., source: Ertz & Tehler 2011",52173
ROCCELLACEAE,"Crocellina sp.","Tehler & Ertz","New or reinstated (Ertz et al. 2015ab)., Molecular: Yes., source: Ertz et al. 2015ab",262161
ROCCELLACEAE,"Dendrographa sp.",Darb.,"No change., Molecular: Yes.",52181
ROCCELLACEAE,"Dichosporidium sp.",Pat.,"No change., Molecular: Yes.",144621
ROCCELLACEAE,"Dirina sp.",Fr.,"No change., Molecular: Yes.",52182
ROCCELLACEAE,"Dirinastrum sp.","Müll. Arg.","No change., Molecular: No.",145248
ROCCELLACEAE,"Diromma sp.","Ertz & Tehler","New or reinstated (Ertz et al. 2015ab)., Molecular: Yes., source: Ertz et al. 2015ab",262162
ROCCELLACEAE,"Enterodictyon sp.","Müll. Arg.","No change., Molecular: No.",145715
ROCCELLACEAE,"Enterographa sp.",Fée,"No change., Molecular: Yes.",52174
ROCCELLACEAE,"Erythrodecton sp.","G. Thor","No change., Molecular: Yes.",145931
ROCCELLACEAE,"Feigeana sp.","Mies, Lumbsch & Tehler","No change., Molecular: No.",264792
ROCCELLACEAE,"Follmanniella sp.","Peine & B. Werner","No change., Molecular: No.",261173
ROCCELLACEAE,"Gorgadesia sp.",Tav.,"No change., Molecular: Yes.",146617
ROCCELLACEAE,"Graphidastra sp.","(Redinger) G. Thor","No change., Molecular: No.",146620
ROCCELLACEAE,"Gyrographa sp.","Ertz & Tehler","New or reinstated (Ertz et al. 2015ab)., Molecular: Yes., source: Ertz et al. 2015ab",256954
ROCCELLACEAE,"Gyronactis sp.","Ertz & Tehler","New or reinstated (Ertz et al. 2015ab)., Molecular: Yes., source: Ertz et al. 2015ab",262163
ROCCELLACEAE,"Halographis sp.","Kohlm. & Volkm.-Kohlm.","No change., Molecular: No.",262164
ROCCELLACEAE,"Haplodina sp.",Zahlbr.,"No change., Molecular: No.",149243
ROCCELLACEAE,"Isalonactis sp.","Ertz, Tehler, Eb. Fisch., Killmann, Razafindr. & Sérus.","New or reinstated (Ertz et al. 2014b)., Molecular: Yes., source: Ertz et al. 2014b",262165
ROCCELLACEAE,"Lecanactis sp.",Körb.,"New synonymy (Ertz et al. 2015ab)., Molecular: Yes., source: Ertz et al. 2015ab",52175
ROCCELLACEAE,"Mazosia sp.","A. Massal.","New synonymy (Aptroot et al. 2014; Sparrius 2004)., Molecular: Yes., source: Aptroot et al. 2014; Sparrius 2004",52183
ROCCELLACEAE,"Neosergipea sp.","M. Cáceres, Ertz & Aptroot","New or reinstated (Aptroot et al. 2013; Lücking et al. 2016a)., Molecular: Yes., source: Aptroot et al. 2013; Lücking et al. 2016a",262166
ROCCELLACEAE,"Ocellomma sp.","Ertz & Tehler","New or reinstated (Ertz et al. 2015ab)., Molecular: Yes., source: Ertz et al. 2015ab",262167
ROCCELLACEAE,"Pseudolecanactis sp.",Zahlbr.,"No change., Molecular: No.",176129
ROCCELLACEAE,"Pseudoschismatomma sp.","Ertz & Tehler","New or reinstated (Ertz et al. 2015ab)., Molecular: Yes., source: Ertz et al. 2015ab",256967
ROCCELLACEAE,"Psoronactis sp.","Ertz & Tehler","New or reinstated (Ertz et al. 2015a)., Molecular: Yes., source: Ertz et al. 2015a",262168
ROCCELLACEAE,"Pulvinodecton sp.","Henssen & G. Thor","Changed classification (Jaklitsch et al. 2016a)., Molecular: No., source: Jaklitsch et al. 2016a",176807
ROCCELLACEAE,"Roccella sp.",DC.,"No change., Molecular: Yes.",52186
ROCCELLACEAE,"Roccellina sp.",Darb.,"No change., Molecular: Yes.",52187
ROCCELLACEAE,"Sagenidiopsis sp.","R.W. Rogers & Hafellner","Changed classification (Myllys 1989)., Molecular: Yes., source: Myllys 1989",257927
ROCCELLACEAE,"Schismatomma sp.","Flot. & Körb. ex A. Massal.","No change., Molecular: Yes.",52177
ROCCELLACEAE,"Sigridea sp.",Tehler,"No change., Molecular: Yes.",52189
ROCCELLACEAE,"Simonyella sp.","J. Steiner","No change., Molecular: Yes.",181039
ROCCELLACEAE,"Sipmania sp.","Egea & Torrente","Changed classification (Jaklitsch et al. 2016a)., Molecular: No., source: Jaklitsch et al. 2016a",262170
ROCCELLACEAE,"Streimannia sp.","G. Thor","No change. 379, Molecular: No.",261358
ROCCELLACEAE,"Syncesia sp.",Taylor,"No change., Molecular: Yes.",51814
ROCCELLACEAE,"Tania sp.","Egea, Torrente & Sipman","Changed classification (Jaklitsch et al. 2016a)., Molecular: No., source: Jaklitsch et al. 2016a",262172
ROCCELLACEAE,"Vigneronia sp.",Ertz,"New or reinstated (Ertz et al. 2015a)., Molecular: Yes., source: Ertz et al. 2015a",256978
ROCCELLOGRAPHACEAE,"Dimidiographa sp.","Ertz & Tehler","New or reinstated (Ertz& Tehler 2011)., Molecular: Yes., source: Ertz& Tehler 2011",128330
ROCCELLOGRAPHACEAE,"Fulvophyton sp.","Ertz & Tehler","New or reinstated and new synonymy (Ertz & Tehler 2011; this paper)., Molecular: Yes., Notes. Platygraphopsis appears to be an older name for Fulvophyton., source: Ertz & Tehler 2011; this paper",128334
ROCCELLOGRAPHACEAE,"Roccellographa sp.","J. Steiner","Changed classification and new synonymy (Ertz & Tehler 2011)., Molecular: Yes., source: Ertz & Tehler 2011",262171
ROPALOSPORACEAE,"Ropalospora sp.","A. Massal.","Changed classification (Bendiksby & Timdal 2013; Miądlikowska et al. 2014)., Molecular: Yes., source: Bendiksby & Timdal 2013; Miądlikowska et al. 2014",52244
SAGIOLECHIACEAE,"Rhexophiale sp.","Th. Fr.","New or reinstated (Baloch et al. 2010)., Molecular: Yes., source: Baloch et al. 2010",178740
SAGIOLECHIACEAE,"Sagiolechia sp.","A. Massal.","Changed classification (Baloch et al. 2010)., Molecular: Yes., source: Baloch et al. 2010",51882
SARRAMEANACEAE,"Loxospora sp.","A. Massal.","Changed classification (Hodkinson & Lendemer 2011)., Molecular: Yes., source: Hodkinson & Lendemer 2011",51971
SARRAMEANACEAE,"Sarrameana sp.","Vězda & P. James","Changed classification (Hodkinson & Lendemer 2011)., Molecular: No., source: Hodkinson & Lendemer 2011",126303
SCHAERERIACEAE,"Schaereria sp.","Th. Fr.","Changed classification (Hodkinson & Lendemer 2011)., Molecular: Yes., source: Hodkinson & Lendemer 2011",52130
SCOLICIOSPORACEAE,"Scoliciosporum sp.","A. Massal.","No change., Molecular: Yes.",51999
SPHAEROPHORACEAE,"Austropeltum sp.","Henssen, Döring & Kantvilas","No change., Molecular: Yes.",262386
SPHAEROPHORACEAE,"Bunodophoron sp.","A. Massal.","No change., Molecular: Yes.",51849
SPHAEROPHORACEAE,"Calycidium sp.",Stirt.,"Changed classification (Jaklitsch et al. 2016a)., Molecular: Yes., source: Jaklitsch et al. 2016a",126275
SPHAEROPHORACEAE,"Leifidium sp.",Wedin,"No change., Molecular: Yes.",126288
SPHAEROPHORACEAE,"Neophyllis sp.","F. Wilson","No change., Molecular: Yes.",164237
SPHAEROPHORACEAE,"Sphaerophorus sp.",Pers.,"No change., Molecular: Yes.",51850
SPORASTATIACEAE,"Sporastatia sp.","A. Massal.","Changed classification (Bendiksby & Timdal 2013; Miądlikowska et al. 2006)., Molecular: Yes., source: Bendiksby & Timdal 2013; Miądlikowska et al. 2006",51916
SPORASTATIACEAE,"Toensbergia sp.","Bendiksby & Timdal","New or reinstated (Bendiksby & Timdal 2013)., Molecular: Yes., source: Bendiksby & Timdal 2013",256976
SQUAMARINACEAE,"Herteliana sp.","P. James","No change., Molecular: Yes.",51931
SQUAMARINACEAE,"Squamarina sp.",Poelt,"No change., Molecular: Yes.",51938
STEREOCAULACEAE,"Hertelidea sp.","Printzen & Kantvilas","No change., Molecular: Yes.",124719
STEREOCAULACEAE,"Lepraria sp.",Ach.,"No change., Molecular: Yes.",51816
STEREOCAULACEAE,"Stereocaulon sp.",Hoffm.,"No change., Molecular: Yes.",52132
STEREOCAULACEAE,"Xyleborus sp.","R.C. Harris & Ladd","No change., Molecular: No.",124818
STICTIDACEAE,"Absconditella sp.",Vězda,"No change., Molecular: Yes.",52194
STICTIDACEAE,"Acarosporina sp.",Sherwood,"No change., Molecular: Yes.",262532
STICTIDACEAE,"Conotremopsis sp.",Vězda,"No change., Molecular: No.",261244
STICTIDACEAE,"Cryptodiscus sp.",Corda,"New synonymy (Baloch et al. 2009)., Molecular: Yes., source: Baloch et al. 2009",143916
STICTIDACEAE,"Geisleria sp.",Nitschke,"New or reinstated (Aptroot et al. 2015)., Molecular: Yes., source: Aptroot et al. 2015",64791
STICTIDACEAE,"Ingvariella sp.","Guderley & Lumbsch","Changed classification (Fernández-Brime et al. 2011)., Molecular: Yes., source: Fernández-Brime et al. 2011",51900
STICTIDACEAE,"Robergea sp.",Desm.,"No change., Molecular: Yes.",124786
STICTIDACEAE,"Schizoxylon sp.",Pers.,"No change., Molecular: Yes.",180758
STICTIDACEAE,"Stictis sp.",Pers.,"No change., Molecular: Yes.",127278
STICTIDACEAE,"Thelopsis sp.",Nyl.,"No change., Molecular: No.",52198
STICTIDACEAE,"Topelia sp.","P.M. Jørg. & Vězda","No change., Molecular: No.",52199
STICTIDACEAE,"Trinathotrema sp.","Lücking, Rivas Plata & Mangold","Newor reinstated (Lücking et al. 2011b)., Molecular: Yes., source: Lücking et al. 2011b",128566
STICTIDACEAE,"Xyloschistes sp.","Vain. ex Zahlbr.","Changed classification (Miądlikowska et al. 2014)., Molecular: Yes., source: Miądlikowska et al. 2014",193424
STRANGOSPORACEAE,"Strangospora sp.",Körb.,"Changed classification (Miądlikowska et al. 2014)., Molecular: Yes., source: Miądlikowska et al. 2014",51917
STRIGULACEAE,"Flavobathelium sp.","Lücking, Aptroot & G. Thor","Changed classification (Nelsen et al. 2009, 2011)., Molecular: Yes., source: Nelsen et al. 2009, 2011",257959
STRIGULACEAE,"Oletheriostrigula sp.","Huhndorf & R.C. Harris","Changed classification (Jaklitsch et al. 2016a)., Molecular: No., source: Jaklitsch et al. 2016a",165198
STRIGULACEAE,"Phyllobathelium sp.","(Müll. Arg.) Müll. Arg.","Changed classification (Nelsen et al. 2009, 2011)., Molecular: Yes., source: Nelsen et al. 2009, 2011",235737
STRIGULACEAE,"Phyllocratera sp.","Sérus. & Aptroot nom. illegit.","Changed classification (Nelsen et al. 2009, 2011)., Molecular: No., source: Nelsen et al. 2009, 2011",262225
STRIGULACEAE,"Strigula sp.",Fr.,"Changed classification (Nelsen et al. 2009,2011)., Molecular: Yes., source: Nelsen et al. 2009,2011",52239
TELOSCHISTACEAE,"Amundsenia sp.","Søchting, Garrido-Ben., Arup & Frödén","New or reinstated (Søchting et al. 2014b)., Molecular: Yes., source: Søchting et al. 2014b",262434
TELOSCHISTACEAE,"Apatoplaca sp.","Poelt & Hafellner","New or reinstated (Vondrák et al. 2012)., Molecular: No., source: Vondrák et al. 2012",62360
TELOSCHISTACEAE,"Athallia sp.","Arup, Frödén & Søchting","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",256932
TELOSCHISTACEAE,"Austroplaca sp.","Søchting, Frödén & Arup","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",262435
TELOSCHISTACEAE,"Blastenia sp.","A. Massal.","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",62928
TELOSCHISTACEAE,"Brownliella sp.","S.Y. Kondr., Kärnefelt, Elix, A. Thell & Hur","New or reinstated (Kondratyuk et al. 2013, 2015b)., Molecular: Yes., source: Kondratyuk et al. 2013, 2015b",262407
TELOSCHISTACEAE,"Bryoplaca sp.","Søchting, Frödén & Arup","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",256938
TELOSCHISTACEAE,"Calogaya sp.","Arup, Frödén & Søchting","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",256941
TELOSCHISTACEAE,"Caloplaca sp.","Th. Fr.","Changed classification (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",52245
TELOSCHISTACEAE,"Catenarina sp.","Søchting, Søgaard, Arup, Elvebakk & Elix","New or reinstated (Søchting et al. 2014a)., Molecular: Yes., source: Søchting et al. 2014a",262425
TELOSCHISTACEAE,"Cephalophysis sp.","(Hertel) H. Kilias","Changed classification (Arup et al. 2013)., Molecular: No., source: Arup et al. 2013",52246
TELOSCHISTACEAE,"Cerothallia sp.","Arup, Frödén & Søchting","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",256944
TELOSCHISTACEAE,"Charcotiana sp.","Søchting, Garrido-Benavent & Arup","Newor reinstated (Søchting et al. 2014b)., Molecular: Yes., source: Søchting et al. 2014b",262436
TELOSCHISTACEAE,"Dufourea sp.",Ach.,"New or reinstated and new synonymy (Arup et al. 2013; Jaklitsch et al. 2016a; Kondratyuk et al. 2014b)., Molecular: Yes., source: Arup et al. 2013; Jaklitsch et al. 2016a; Kondratyuk et al. 2014b",64348
TELOSCHISTACEAE,"Eilifdahlia sp.","S.Y. Kondr., Kärnefelt, Elix, A. Thell & Hur","New or reinstated (Kondratyuk et al. 2014a)., Molecular: Yes., source: Kondratyuk et al. 2014a",262416
TELOSCHISTACEAE,"Fauriea sp.","S.Y. Kondr., Lőkös & Hur","New or reinstated (Kondratyuk et al. 2016)., Molecular: Yes., source: Kondratyuk et al. 2016",262417
TELOSCHISTACEAE,"Filsoniana sp.","S.Y. Kondr., Kärnefelt, Elix, A. Thell & Hur","New or reinstated (Kondratyuk et al. 2013)., Molecular: Yes., source: Kondratyuk et al. 2013",262426
